Time(s),Temperature7(C)
156.5000,29.32
157.0000,29.33
157.5000,29.33
158.0000,29.33
158.5000,29.33
159.0000,29.33
159.5000,29.34
160.0000,29.33
160.5000,29.34
161.0000,29.34
161.5000,29.33
162.0000,29.34
162.5000,29.33
163.0000,29.33
163.5000,29.33
164.0000,29.33
164.5000,29.33
165.0000,29.32
165.5000,29.32
166.0000,29.32
166.5000,29.32
167.0000,29.31
167.5000,29.31
168.0000,29.31
168.5000,29.30
169.0000,29.30
169.5000,29.30
170.0000,29.30
170.5000,29.30
171.0000,29.29
171.5000,29.29
172.0000,29.29
172.5000,29.29
173.0000,29.28
173.5000,29.28
174.0000,29.28
174.5000,29.27
175.0000,29.27
175.5000,29.26
176.0000,29.27
176.5000,29.26
177.0000,29.27
177.5000,29.25
178.0000,29.25
178.5000,29.25
179.0000,29.24
179.5000,29.24
180.0000,29.24
180.5000,29.23
181.0000,29.23
181.5000,29.23
182.0000,29.22
182.5000,29.22
183.0000,29.22
183.5000,29.21
184.0000,29.21
184.5000,29.21
185.0000,29.21
185.5000,29.20
186.0000,29.20
186.5000,29.20
187.0000,29.20
187.5000,29.19
188.0000,29.19
188.5000,29.19
189.0000,29.18
189.5000,29.18
190.0000,29.18
190.5000,29.18
191.0000,29.17
191.5000,29.17
192.0000,29.18
192.5000,29.17
193.0000,29.17
193.5000,29.17
194.0000,29.17
194.5000,29.17
195.0000,29.16
195.5000,29.17
196.0000,29.17
196.5000,29.16
197.0000,29.16
197.5000,29.16
198.0000,29.17
198.5000,29.16
199.0000,29.17
199.5000,29.16
200.0000,29.18
200.5000,29.17
201.0000,29.17
201.5000,29.17
202.0000,29.18
202.5000,29.18
203.0000,29.18
203.5000,29.18
204.0000,29.18
204.5000,29.18
205.0000,29.19
205.5000,29.19
206.0000,29.20
206.5000,29.20
207.0000,29.21
207.5000,29.21
208.0000,29.23
208.5000,29.23
209.0000,29.24
209.5000,29.25
210.0000,29.25
210.5000,29.25
211.0000,29.26
211.5000,29.27
212.0000,29.27
212.5000,29.28
213.0000,29.29
213.5000,29.29
214.0000,29.30
214.5000,29.31
215.0000,29.31
215.5000,29.32
216.0000,29.32
216.5000,29.33
217.0000,29.34
217.5000,29.35
218.0000,29.35
218.5000,29.36
219.0000,29.37
219.5000,29.37
220.0000,29.38
220.5000,29.39
221.0000,29.40
221.5000,29.40
222.0000,29.41
222.5000,29.41
223.0000,29.43
223.5000,29.43
224.0000,29.43
224.5000,29.44
225.0000,29.45
225.5000,29.45
226.0000,29.45
226.5000,29.46
227.0000,29.47
227.5000,29.47
228.0000,29.47
228.5000,29.48
229.0000,29.48
229.5000,29.49
230.0000,29.49
230.5000,29.50
231.0000,29.50
231.5000,29.51
232.0000,29.51
232.5000,29.51
233.0000,29.52
233.5000,29.52
234.0000,29.53
234.5000,29.54
235.0000,29.53
235.5000,29.54
236.0000,29.54
236.5000,29.54
237.0000,29.54
237.5000,29.54
238.0000,29.55
238.5000,29.55
239.0000,29.55
239.5000,29.55
240.0000,29.55
240.5000,29.56
241.0000,29.55
241.5000,29.55
242.0000,29.56
242.5000,29.55
243.0000,29.55
243.5000,29.55
244.0000,29.55
244.5000,29.55
245.0000,29.55
245.5000,29.55
246.0000,29.55
246.5000,29.54
247.0000,29.54
247.5000,29.54
248.0000,29.53
248.5000,29.54
249.0000,29.54
249.5000,29.55
250.0000,29.54
250.5000,29.54
251.0000,29.53
251.5000,29.52
252.0000,29.52
252.5000,29.52
253.0000,29.51
253.5000,29.51
254.0000,29.50
254.5000,29.50
255.0000,29.49
255.5000,29.48
256.0000,29.48
256.5000,29.48
257.0000,29.46
257.5000,29.47
258.0000,29.46
258.5000,29.46
259.0000,29.45
259.5000,29.44
260.0000,29.44
260.5000,29.43
261.0000,29.43
261.5000,29.43
262.0000,29.42
262.5000,29.42
263.0000,29.42
263.5000,29.41
264.0000,29.41
264.5000,29.40
265.0000,29.40
265.5000,29.40
266.0000,29.40
266.5000,29.39
267.0000,29.39
267.5000,29.38
268.0000,29.38
268.5000,29.38
269.0000,29.38
269.5000,29.37
270.0000,29.37
270.5000,29.37
271.0000,29.36
271.5000,29.37
272.0000,29.37
272.5000,29.36
273.0000,29.36
273.5000,29.35
274.0000,29.36
274.5000,29.36
275.0000,29.36
275.5000,29.35
276.0000,29.35
276.5000,29.35
277.0000,29.36
277.5000,29.35
278.0000,29.35
278.5000,29.35
279.0000,29.35
279.5000,29.36
280.0000,29.35
280.5000,29.36
281.0000,29.35
281.5000,29.36
282.0000,29.36
282.5000,29.36
283.0000,29.36
283.5000,29.37
284.0000,29.37
284.5000,29.37
285.0000,29.38
285.5000,29.38
286.0000,29.39
286.5000,29.39
287.0000,29.39
287.5000,29.40
288.0000,29.40
288.5000,29.40
289.0000,29.42
289.5000,29.41
290.0000,29.42
290.5000,29.44
291.0000,29.44
291.5000,29.44
292.0000,29.45
292.5000,29.46
293.0000,29.47
293.5000,29.47
294.0000,29.48
294.5000,29.48
295.0000,29.49
295.5000,29.49
296.0000,29.50
296.5000,29.50
297.0000,29.51
297.5000,29.52
298.0000,29.52
298.5000,29.53
299.0000,29.54
299.5000,29.54
300.0000,29.55
300.5000,29.56
301.0000,29.56
301.5000,29.57
302.0000,29.57
302.5000,29.58
303.0000,29.59
303.5000,29.59
304.0000,29.60
304.5000,29.60
305.0000,29.61
305.5000,29.62
306.0000,29.62
306.5000,29.63
307.0000,29.63
307.5000,29.63
308.0000,29.64
308.5000,29.64
309.0000,29.64
309.5000,29.65
310.0000,29.65
310.5000,29.66
311.0000,29.66
311.5000,29.66
312.0000,29.67
312.5000,29.67
313.0000,29.67
313.5000,29.67
314.0000,29.68
314.5000,29.68
315.0000,29.69
315.5000,29.69
316.0000,29.69
316.5000,29.69
317.0000,29.69
317.5000,29.71
318.0000,29.70
318.5000,29.70
319.0000,29.70
319.5000,29.70
320.0000,29.70
320.5000,29.70
321.0000,29.69
321.5000,29.69
322.0000,29.69
322.5000,29.70
323.0000,29.70
323.5000,29.69
324.0000,29.70
324.5000,29.69
325.0000,29.69
325.5000,29.69
326.0000,29.69
326.5000,29.69
327.0000,29.69
327.5000,29.69
328.0000,29.68
328.5000,29.68
329.0000,29.68
329.5000,29.67
330.0000,29.66
330.5000,29.66
331.0000,29.66
331.5000,29.66
332.0000,29.65
332.5000,29.65
333.0000,29.65
333.5000,29.64
334.0000,29.64
334.5000,29.63
335.0000,29.63
335.5000,29.62
336.0000,29.62
336.5000,29.61
337.0000,29.61
337.5000,29.60
338.0000,29.60
338.5000,29.60
339.0000,29.59
339.5000,29.59
340.0000,29.59
340.5000,29.58
341.0000,29.57
341.5000,29.57
342.0000,29.56
342.5000,29.56
343.0000,29.55
343.5000,29.55
344.0000,29.55
344.5000,29.54
345.0000,29.54
345.5000,29.54
346.0000,29.54
346.5000,29.52
347.0000,29.53
347.5000,29.53
348.0000,29.51
348.5000,29.52
349.0000,29.50
349.5000,29.51
350.0000,29.50
350.5000,29.50
351.0000,29.49
351.5000,29.50
352.0000,29.49
352.5000,29.48
353.0000,29.48
353.5000,29.48
354.0000,29.48
354.5000,29.48
355.0000,29.48
355.5000,29.47
356.0000,29.47
356.5000,29.47
357.0000,29.48
357.5000,29.47
358.0000,29.47
358.5000,29.48
359.0000,29.48
359.5000,29.48
360.0000,29.48
360.5000,29.48
361.0000,29.48
361.5000,29.49
362.0000,29.49
362.5000,29.50
363.0000,29.50
363.5000,29.50
364.0000,29.50
364.5000,29.51
365.0000,29.51
365.5000,29.51
366.0000,29.51
366.5000,29.51
367.0000,29.52
367.5000,29.51
368.0000,29.52
368.5000,29.53
369.0000,29.54
369.5000,29.54
370.0000,29.54
370.5000,29.55
371.0000,29.55
371.5000,29.56
372.0000,29.57
372.5000,29.57
373.0000,29.58
373.5000,29.59
374.0000,29.59
374.5000,29.60
375.0000,29.60
375.5000,29.60
376.0000,29.60
376.5000,29.61
377.0000,29.62
377.5000,29.62
378.0000,29.62
378.5000,29.63
379.0000,29.63
379.5000,29.64
380.0000,29.65
380.5000,29.65
381.0000,29.66
381.5000,29.67
382.0000,29.67
382.5000,29.68
383.0000,29.69
383.5000,29.70
384.0000,29.70
384.5000,29.70
385.0000,29.71
385.5000,29.72
386.0000,29.73
386.5000,29.72
387.0000,29.73
387.5000,29.74
388.0000,29.74
388.5000,29.75
389.0000,29.75
389.5000,29.76
390.0000,29.76
390.5000,29.77
391.0000,29.78
391.5000,29.78
392.0000,29.78
392.5000,29.79
393.0000,29.79
393.5000,29.79
394.0000,29.79
394.5000,29.79
395.0000,29.80
395.5000,29.80
396.0000,29.81
396.5000,29.81
397.0000,29.81
397.5000,29.82
398.0000,29.81
398.5000,29.82
399.0000,29.82
399.5000,29.81
400.0000,29.81
400.5000,29.81
401.0000,29.81
401.5000,29.81
402.0000,29.82
402.5000,29.82
403.0000,29.81
403.5000,29.81
404.0000,29.81
404.5000,29.81
405.0000,29.81
405.5000,29.81
406.0000,29.80
406.5000,29.80
407.0000,29.80
407.5000,29.79
408.0000,29.79
408.5000,29.79
409.0000,29.78
409.5000,29.79
410.0000,29.78
410.5000,29.78
411.0000,29.78
411.5000,29.77
412.0000,29.77
412.5000,29.77
413.0000,29.77
413.5000,29.76
414.0000,29.76
414.5000,29.75
415.0000,29.76
415.5000,29.75
416.0000,29.74
416.5000,29.73
417.0000,29.73
417.5000,29.73
418.0000,29.72
418.5000,29.72
419.0000,29.72
419.5000,29.71
420.0000,29.71
420.5000,29.70
421.0000,29.69
421.5000,29.68
422.0000,29.69
422.5000,29.68
423.0000,29.68
423.5000,29.67
424.0000,29.66
424.5000,29.66
425.0000,29.66
425.5000,29.66
426.0000,29.65
426.5000,29.65
427.0000,29.64
427.5000,29.64
428.0000,29.63
428.5000,29.63
429.0000,29.62
429.5000,29.62
430.0000,29.62
430.5000,29.62
431.0000,29.61
431.5000,29.61
432.0000,29.61
432.5000,29.60
433.0000,29.60
433.5000,29.60
434.0000,29.59
434.5000,29.59
435.0000,29.60
435.5000,29.59
436.0000,29.59
436.5000,29.59
437.0000,29.59
437.5000,29.59
438.0000,29.59
438.5000,29.59
439.0000,29.59
439.5000,29.59
440.0000,29.60
440.5000,29.59
441.0000,29.60
441.5000,29.60
442.0000,29.61
442.5000,29.61
443.0000,29.61
443.5000,29.61
444.0000,29.62
444.5000,29.62
445.0000,29.62
445.5000,29.63
446.0000,29.63
446.5000,29.64
447.0000,29.64
447.5000,29.64
448.0000,29.64
448.5000,29.65
449.0000,29.65
449.5000,29.65
450.0000,29.66
450.5000,29.66
451.0000,29.66
451.5000,29.67
452.0000,29.67
452.5000,29.68
453.0000,29.68
453.5000,29.68
454.0000,29.69
454.5000,29.70
455.0000,29.70
455.5000,29.71
456.0000,29.71
456.5000,29.73
457.0000,29.72
457.5000,29.74
458.0000,29.74
458.5000,29.75
459.0000,29.75
459.5000,29.76
460.0000,29.76
460.5000,29.77
461.0000,29.77
461.5000,29.78
462.0000,29.79
462.5000,29.79
463.0000,29.79
463.5000,29.79
464.0000,29.81
464.5000,29.81
465.0000,29.81
465.5000,29.82
466.0000,29.82
466.5000,29.83
467.0000,29.83
467.5000,29.83
468.0000,29.84
468.5000,29.84
469.0000,29.85
469.5000,29.85
470.0000,29.86
470.5000,29.86
471.0000,29.87
471.5000,29.88
472.0000,29.88
472.5000,29.88
473.0000,29.89
473.5000,29.90
474.0000,29.90
474.5000,29.90
475.0000,29.90
475.5000,29.91
476.0000,29.90
476.5000,29.91
477.0000,29.91
477.5000,29.91
478.0000,29.91
478.5000,29.91
479.0000,29.91
479.5000,29.91
480.0000,29.91
480.5000,29.91
481.0000,29.91
481.5000,29.91
482.0000,29.91
482.5000,29.90
483.0000,29.90
483.5000,29.91
484.0000,29.90
484.5000,29.90
485.0000,29.90
485.5000,29.90
486.0000,29.89
486.5000,29.90
487.0000,29.89
487.5000,29.89
488.0000,29.89
488.5000,29.88
489.0000,29.88
489.5000,29.88
490.0000,29.87
490.5000,29.88
491.0000,29.87
491.5000,29.87
492.0000,29.86
492.5000,29.86
493.0000,29.86
493.5000,29.85
494.0000,29.85
494.5000,29.84
495.0000,29.84
495.5000,29.84
496.0000,29.83
496.5000,29.83
497.0000,29.81
497.5000,29.80
498.0000,29.80
498.5000,29.79
499.0000,29.79
499.5000,29.79
500.0000,29.78
500.5000,29.78
501.0000,29.77
501.5000,29.77
502.0000,29.76
502.5000,29.75
503.0000,29.76
503.5000,29.75
504.0000,29.75
504.5000,29.75
505.0000,29.74
505.5000,29.74
506.0000,29.74
506.5000,29.73
507.0000,29.73
507.5000,29.72
508.0000,29.72
508.5000,29.72
509.0000,29.71
509.5000,29.71
510.0000,29.71
510.5000,29.70
511.0000,29.70
511.5000,29.69
512.0000,29.69
512.5000,29.69
513.0000,29.68
513.5000,29.69
514.0000,29.67
514.5000,29.67
515.0000,29.67
515.5000,29.67
516.0000,29.67
516.5000,29.66
517.0000,29.66
517.5000,29.66
518.0000,29.67
518.5000,29.67
519.0000,29.66
519.5000,29.66
520.0000,29.66
520.5000,29.67
521.0000,29.67
521.5000,29.68
522.0000,29.68
522.5000,29.68
523.0000,29.68
523.5000,29.68
524.0000,29.69
524.5000,29.69
525.0000,29.69
525.5000,29.69
526.0000,29.70
526.5000,29.70
527.0000,29.71
527.5000,29.71
528.0000,29.71
528.5000,29.72
529.0000,29.73
529.5000,29.73
530.0000,29.74
530.5000,29.74
531.0000,29.74
531.5000,29.75
532.0000,29.76
532.5000,29.76
533.0000,29.75
533.5000,29.77
534.0000,29.77
534.5000,29.77
535.0000,29.78
535.5000,29.77
536.0000,29.78
536.5000,29.79
537.0000,29.79
537.5000,29.80
538.0000,29.81
538.5000,29.81
539.0000,29.81
539.5000,29.82
540.0000,29.83
540.5000,29.83
541.0000,29.84
541.5000,29.85
542.0000,29.85
542.5000,29.86
543.0000,29.87
543.5000,29.88
544.0000,29.88
544.5000,29.89
545.0000,29.89
545.5000,29.90
546.0000,29.90
546.5000,29.92
547.0000,29.92
547.5000,29.92
548.0000,29.93
548.5000,29.94
549.0000,29.95
549.5000,29.96
550.0000,29.95
550.5000,29.96
551.0000,29.96
551.5000,29.97
552.0000,29.98
552.5000,29.97
553.0000,29.98
553.5000,29.98
554.0000,29.98
554.5000,29.99
555.0000,29.99
555.5000,29.99
556.0000,29.99
556.5000,29.99
557.0000,30.00
557.5000,30.00
558.0000,30.00
558.5000,30.00
559.0000,30.00
559.5000,30.00
560.0000,30.00
560.5000,30.00
561.0000,30.00
561.5000,30.00
562.0000,30.00
562.5000,30.00
563.0000,30.00
563.5000,29.99
564.0000,30.00
564.5000,30.00
565.0000,29.99
565.5000,30.00
566.0000,30.00
566.5000,29.99
567.0000,29.99
567.5000,29.98
568.0000,29.98
568.5000,29.98
569.0000,29.97
569.5000,29.97
570.0000,29.98
570.5000,29.96
571.0000,29.97
571.5000,29.96
572.0000,29.96
572.5000,29.96
573.0000,29.95
573.5000,29.95
574.0000,29.94
574.5000,29.94
575.0000,29.93
575.5000,29.93
576.0000,29.92
576.5000,29.92
577.0000,29.93
577.5000,29.92
578.0000,29.91
578.5000,29.90
579.0000,29.90
579.5000,29.89
580.0000,29.89
580.5000,29.88
581.0000,29.88
581.5000,29.87
582.0000,29.87
582.5000,29.86
583.0000,29.86
583.5000,29.85
584.0000,29.85
584.5000,29.85
585.0000,29.84
585.5000,29.84
586.0000,29.83
586.5000,29.83
587.0000,29.83
587.5000,29.82
588.0000,29.81
588.5000,29.81
589.0000,29.80
589.5000,29.80
590.0000,29.80
590.5000,29.79
591.0000,29.79
591.5000,29.79
592.0000,29.79
592.5000,29.79
593.0000,29.78
593.5000,29.78
594.0000,29.78
594.5000,29.77
595.0000,29.78
595.5000,29.77
596.0000,29.78
596.5000,29.78
597.0000,29.77
597.5000,29.77
598.0000,29.77
598.5000,29.77
599.0000,29.77
599.5000,29.77
600.0000,29.77
600.5000,29.77
601.0000,29.78
601.5000,29.77
602.0000,29.78
602.5000,29.78
603.0000,29.78
603.5000,29.78
604.0000,29.78
604.5000,29.78
605.0000,29.79
605.5000,29.79
606.0000,29.80
606.5000,29.80
607.0000,29.81
607.5000,29.81
608.0000,29.81
608.5000,29.81
609.0000,29.82
609.5000,29.83
610.0000,29.83
610.5000,29.83
611.0000,29.84
611.5000,29.85
612.0000,29.85
612.5000,29.86
613.0000,29.87
613.5000,29.87
614.0000,29.87
614.5000,29.88
615.0000,29.88
615.5000,29.88
616.0000,29.88
616.5000,29.90
617.0000,29.90
